t U L S OS WN contrib U.sd L.sd S.sd OS.sd WN.sd contrib.sd
112 0.0651389095867329 0.052967836548119 0.0318339188865056 0.629635803615557 0.641975175211134 0.0192168384090231 0.022566127481432 0.0172614498945534 0.0136825246319947 0.0395161978981726 0.0400801931352552 0.00610251763314522
122 0.0672552841297472 0.0603125407908037 0.0368866878282549 0.664122392299455 0.67625718051678 0.0180070685036469 0.0326759783982002 0.020311259669744 0.0169073266386699 0.0362008249092462 0.0355439477740853 0.0076712907030374
132 0.0796035290935033 0.0769016771136823 0.046035289846502 0.676723850744949 0.69345575959757 0.0243181164774891 0.0377035747039209 0.0230931596469667 0.0228064928675727 0.0403310768840262 0.0377792482388539 0.0123963160472908
142 0.100784939776319 0.0869015636023856 0.055789460074819 0.682423872425924 0.702737106585816 0.0290294953900036 0.0355021049076613 0.0228710764200627 0.0187571225736638 0.0300025554677003 0.0277435755714523 0.00948532488793463
152 0.106765684834246 0.0960298531653636 0.0562856363848398 0.705714679901484 0.72582680989377 0.0276611772743915 0.0297282347080861 0.0335848138911886 0.0183836366639164 0.0313148899227816 0.0323827324182873 0.00898546209176928
162 0.10733621523683 0.117076659516866 0.0736839189678472 0.701640081420581 0.727925106665979 0.0363695591393766 0.0367025784409924 0.0341706152629846 0.02693779807971 0.0397327830966055 0.0359994948657409 0.0140222942366761
172 0.104774710577497 0.124894360629604 0.0788840166939922 0.706365398736621 0.730624670081721 0.0333474896584183 0.0326284297968145 0.0278884049467043 0.0211545765192174 0.0356067911399141 0.0337097273018411 0.00808370293600409
182 0.121984544970246 0.144780026098586 0.0927676117751709 0.712978952193752 0.742214930851054 0.039973279692 0.0339486942895181 0.0269529323050523 0.0256273005739546 0.0526578624730225 0.0470714011594632 0.0119997754344926
192 0.14424195064707 0.137295308915162 0.0893323085535462 0.731711243520698 0.762890927597976 0.0412079125525736 0.0438096916610036 0.035701502623357 0.022326780904426 0.0440858776645886 0.0395790777932212 0.0152875264103021
202 0.145122642162523 0.16765996168507 0.100160328941278 0.723051931687151 0.759778616769299 0.0488206479029242 0.0478341002613996 0.0417874236340364 0.0219723680961627 0.0563050457340147 0.0516324389006891 0.0175423484320348
212 0.159662189544186 0.189412353746255 0.118160295751677 0.738299661612724 0.777967293131042 0.0515678946505779 0.0429712832399205 0.0500753992177735 0.0328641836872988 0.0479973006875277 0.0397172004904367 0.0178459828166289
222 0.18711427572769 0.202712537647028 0.130650045135872 0.751493331123765 0.795729392297712 0.056387882534615 0.0505760839266575 0.0575164384675193 0.0392154644108095 0.0536718177450059 0.0418956061784526 0.0226972722838297
232 0.185929049379829 0.196528498942804 0.126845010557651 0.7597015778719 0.80225671868578 0.0532934470301537 0.0466661511620425 0.0648020297321874 0.04328715455167 0.0420165606560596 0.0383384611337046 0.0137170732898441
242 0.198493056908762 0.220045119330364 0.146601993162307 0.750632695204106 0.80247171959356 0.0656699175020539 0.0576991313341733 0.0395318104726094 0.0362632150851909 0.0599640337926042 0.0456507354004673 0.0260878002374242
252 0.223583725144592 0.218480489912041 0.155516186886107 0.77073852986088 0.824936177610628 0.0664576493824027 0.0534933143112087 0.0641460167022522 0.0400592989297939 0.0548797971744454 0.0420106111437939 0.0266299719814548
262 0.225376801813514 0.243959369213991 0.164428346764361 0.770699689879517 0.827791561963281 0.0699280518600496 0.0592876265612567 0.0655429690560241 0.0503472717134006 0.06618947214811 0.0526605124451259 0.0323062413895179
272 0.242701842260273 0.257560441659348 0.172143476505979 0.789337454435378 0.84681166634648 0.0684704561641814 0.0701098822244423 0.0590406976541914 0.0457668020078847 0.0520291512793735 0.0405590773906301 0.0235539989217887
282 0.228165142584632 0.293647095286344 0.174929971487081 0.778101357202329 0.843598528691022 0.0782798386928166 0.0634763755890398 0.0530552902035916 0.0491787520095521 0.0613104050901712 0.0498383141798868 0.0329903719781489
292 0.265968664301624 0.284908551979888 0.169344952910494 0.796134903519778 0.859673009434283 0.0743641053714553 0.0684519326151904 0.0629788241565301 0.0433982168901379 0.0531699867678634 0.0466888934232379 0.0199234616074235
302 0.282066029715555 0.315980323266246 0.202064309116457 0.791142835836313 0.864205133847196 0.0848948875376259 0.0760822494353206 0.0994051497268277 0.0698475613920864 0.048103442861005 0.0380924044491864 0.0298080111251789
312 0.305998045309949 0.306453824578811 0.211741873342542 0.79387969281507 0.871297245565688 0.0907338680977831 0.0589890537182404 0.0763504659886017 0.0505702132814507 0.0808373892594341 0.0462223143991061 0.0537256080731505
322 0.288281071900217 0.326832419536461 0.219667426803761 0.798242895509559 0.873177345081362 0.0879554420044836 0.0749622662008351 0.0734447085998192 0.0804250996310014 0.0836380831054445 0.053081587766879 0.0512851056185592
332 0.309621165196908 0.338181150331567 0.217899171205263 0.808550574367954 0.883108627400709 0.0865316818726373 0.0608385766227607 0.0863595301361052 0.0418150003331522 0.0832199527351954 0.0556860336966785 0.0391004757742081
342 0.329777261620692 0.336396265582471 0.231772735985115 0.786593399208149 0.872491421116754 0.100696305886715 0.0728785474178393 0.0675577479380868 0.0519838356947265 0.0850285358542212 0.0498536217031194 0.0520668321540401
352 0.313150978470226 0.352551599409322 0.23639235544603 0.797302261152164 0.880730949253957 0.0974114112278748 0.0755597876988725 0.0912796477884052 0.0622338031537033 0.0913849464172788 0.0538824203212465 0.0517936126597176
362 0.329286265841974 0.363079429144682 0.233637791610447 0.790243481151307 0.884041537637898 0.107501580970426 0.065189469815605 0.0812528609134698 0.0563003286792654 0.0725501787203475 0.0433284000573866 0.0493533319892967
372 0.339985796378801 0.386439839058605 0.234947435987248 0.785098374211139 0.882059673817226 0.111807813435428 0.083286729767841 0.0820011191261491 0.05537907826586 0.0873592405966687 0.0473074296835378 0.0662457588715039
382 0.373660547139471 0.33500400422631 0.240267725789854 0.808603734878599 0.895066906761371 0.0989596283946705 0.0954671057431827 0.0817256193397645 0.0427937268752456 0.0931977265578093 0.0534009437135154 0.059476638638374
392 0.38240313785346 0.367776768261787 0.241021726030172 0.791155492339229 0.893177593918537 0.117974749373876 0.0965830428422465 0.116867742363062 0.059698353700626 0.115021771851236 0.0539546212912956 0.0844851713928313
402 0.304436982724982 0.384089116898124 0.245777658753307 0.78584042686053 0.884680328280624 0.115153065312803 0.0585164341028764 0.0765198586727839 0.0466077708696225 0.100471485799776 0.053770875835618 0.0665510936451951
412 0.344417598491599 0.403788541425683 0.258737521339761 0.762068177697675 0.87505574436717 0.132068748396528 0.103228608686637 0.0722195318109256 0.0573601062721592 0.0974903232642048 0.0556857021542513 0.0659269340856329
422 0.355075242808059 0.419463728658695 0.273715176488142 0.776516638553653 0.890311603297673 0.130534851901685 0.110942654893791 0.0750789697669638 0.0617910051045011 0.0998966402912362 0.0505248792426471 0.0752483822576798
432 0.388993150390032 0.378682389853609 0.275601185240214 0.818216950202921 0.912258534660548 0.105514198850204 0.0546455690980866 0.0678548667730738 0.0544956468030248 0.0958453454156544 0.0477347252223336 0.0634447916461582
442 0.367258304929896 0.415515306128145 0.288340677462784 0.796385177815046 0.900850683789954 0.118747320196686 0.0876942496755095 0.0721513951559122 0.0647193564436857 0.101531469586899 0.0489998764544522 0.0743393089519023
452 0.358761389181754 0.402561057172556 0.256455527662363 0.76428286892814 0.878872417993862 0.133512292977513 0.0757613019594736 0.0719237767771363 0.0413602061706898 0.10143294553586 0.064313119957263 0.0595607166330274
462 0.36787512520364 0.392092330904656 0.254775229406814 0.827564481522202 0.914596031115199 0.0967189039283496 0.0731135997436796 0.0742075585372965 0.0528937852410593 0.0780889427711057 0.040698257725061 0.0522936931936751
472 0.359349487817995 0.399413363358173 0.253249821609135 0.833458197748323 0.914596842579323 0.0918537739103393 0.0979903585992357 0.0958451747455765 0.0540763546910183 0.104491601068983 0.060443480843891 0.0600143903955965
482 0.365760491784697 0.416525011634204 0.269102763938768 0.838937581862612 0.921840480951319 0.0933687037609439 0.0771442485067657 0.077134556565898 0.0604949500392803 0.108404268719735 0.0548910261893484 0.0687039335209423
492 0.345521003592355 0.4072339417875 0.258819548122246 0.822521993838139 0.91075481897978 0.099104096759889 0.0866396553916996 0.0704621602369007 0.0671420260953116 0.0899505095438898 0.0506481399185822 0.0545496045186275
502 0.396276962418359 0.453437854060925 0.279243813852282 0.804640206554734 0.918417757066922 0.128465675574697 0.0859807525990291 0.0898305951289236 0.0697639408130527 0.128175879148829 0.0525131826802257 0.0962797828719757
512 0.399135584519183 0.426957660765422 0.259010874822407 0.835422997339227 0.92293346622045 0.0965523505739037 0.0801049579714599 0.0743367390974654 0.0585482141153629 0.0799759655645063 0.0404859748925586 0.0513138845155143
522 0.39839334000589 0.450655946776196 0.267735411027802 0.834191459119183 0.928337889712787 0.104475570178 0.108487204006412 0.0604611028427751 0.0659959339373885 0.10785134965934 0.0461740113135126 0.0771260960717906
532 0.389419980791441 0.390184819636523 0.277772346878785 0.794468895676022 0.901328472529629 0.123415586740166 0.0749705091756252 0.0715910786223412 0.0852231145441419 0.123402047316432 0.0591962005474054 0.090059672785354
542 0.420840413901672 0.444871512325229 0.28804873659649 0.767049419140752 0.900353240044813 0.151393071534189 0.101435393825214 0.0922350122752616 0.0827330289498778 0.111129419447339 0.0466984609096775 0.087999181657685
552 0.416635493658309 0.438496492488446 0.276745539241064 0.826905580138549 0.926169157784147 0.108917413431104 0.0632671661764997 0.0887072890536258 0.0611841286468934 0.0812857277452443 0.0392975544977207 0.0571757890303162
562 0.40231383620425 0.436463395667615 0.247186630871944 0.832674264700394 0.926918283650081 0.103735223213635 0.0963830265126266 0.073275479439008 0.0546630429882893 0.0963368087613592 0.0454361255275867 0.0705440743513265
572 0.390435179394132 0.439620723859667 0.263416113183599 0.837970447904373 0.927527768389033 0.0983340344011362 0.106181604294796 0.0792034866923715 0.0638683139488945 0.0827933384398521 0.0435431360844742 0.0518579254081062
582 0.408326823392877 0.479546729451064 0.295439125117434 0.789232571923101 0.91215894710579 0.13819647422428 0.098644497522945 0.10884236781069 0.0739960474096483 0.121602448089704 0.0496462933333019 0.0971859321013394
592 0.411763798645959 0.43498541975736 0.289440608351923 0.822932762069798 0.920356081217455 0.11032989966856 0.126803828046027 0.0767852920600031 0.0828748869890948 0.120084592320491 0.055069457211061 0.0875343733382077
602 0.388538561107351 0.449029436787133 0.302362348257078 0.806378933861946 0.918351777754425 0.124486204330424 0.0829728751991741 0.0952910135649603 0.0896726816201392 0.100005556905136 0.0422324561821808 0.0737744029916624
612 0.379699538374329 0.458447723843492 0.293181104204856 0.836945317978213 0.931640676852577 0.105205640648948 0.0613894326841341 0.0864124766372326 0.056299002659159 0.117848044596616 0.048587192768442 0.0861629412104964
622 0.423478234303204 0.450777555775125 0.284026622839792 0.841674486118091 0.934747225325872 0.102353903732451 0.0868106811652116 0.0839527377024838 0.0524412285440094 0.101743230475705 0.0409209805845841 0.0735934398456747
632 0.393157076031328 0.439912032390684 0.263581618338604 0.827146561909839 0.928062836827282 0.109646131454478 0.0829842993355352 0.0686873144899688 0.0578337428642463 0.0602262032898104 0.0291159557996198 0.0412678496270572
642 0.403371313926434 0.440380029933 0.273601470272229 0.791634657932429 0.909531199906492 0.133783879180605 0.0947688346440592 0.0909092224387759 0.0620096849134423 0.116939667258466 0.0516179689159159 0.0863832414235713
652 0.369141462566815 0.455591659660541 0.2826930568942 0.818398062957801 0.916646318000318 0.10868807203667 0.0732839624030577 0.113369570210602 0.0747465462481963 0.0817301559074268 0.0406677354372845 0.0589504835758878
662 0.362104145874844 0.465119474084204 0.267829902126354 0.810487754510558 0.920353355657398 0.123051823323851 0.0791547372707984 0.101450756803527 0.0814445184918661 0.113032715819842 0.0487319449069836 0.0839900784415134
672 0.399629480592725 0.400636227137004 0.243351748930855 0.818549594140365 0.915982043350024 0.110054808740194 0.0685415688243775 0.0671147831694164 0.0392668588317972 0.109491973176822 0.0523079930606504 0.0712190130189522
682 0.392092717857791 0.418300965030315 0.259844871749453 0.840458800282533 0.927229657808709 0.0960129750412633 0.066830911539089 0.0643611649981085 0.0543349765595326 0.0940242070798745 0.0476062333800925 0.0587207054591737
692 0.404457124738291 0.449946707671878 0.268841308654012 0.814930969478346 0.921005311698152 0.118273797996559 0.0801537134659768 0.0608026870400209 0.0590946891644325 0.104780458570757 0.0430394786527558 0.0766223949012382
702 0.423065415400942 0.434527054771953 0.266669376270717 0.852191613646104 0.939715319355272 0.0945851716261282 0.0843251013083695 0.0884562683041495 0.05853520490722 0.0807396432208181 0.0397775432452571 0.0537730972448649
712 0.395985675432742 0.442621248986862 0.301014883709511 0.832592528063162 0.92560626452266 0.102010263049527 0.0792046909516054 0.0877535041934252 0.0697405542031359 0.0787270741525238 0.0409801040629574 0.0505857286773103
722 0.396701771953944 0.402017013566298 0.271225818824152 0.837482358202084 0.928892125505843 0.101656201520775 0.0754983311207352 0.060976811223568 0.0673196883409057 0.106742852703329 0.0435333467422114 0.0785179901969875
732 0.382133555638834 0.439029845422265 0.263723035828804 0.800889584329173 0.917088627150658 0.129885953539685 0.0531105397014949 0.082492272356115 0.0629324806034468 0.109051499083442 0.0504426893582738 0.0800415532960993
742 0.433007931725698 0.479888139904398 0.293590840658911 0.819127400747824 0.930758982398137 0.12298426091156 0.0778344683889538 0.0911965033683374 0.0907141244341447 0.109883314248398 0.0484012534400124 0.0809924594553034
752 0.40943434827776 0.465993739642601 0.302336675032052 0.839643999484277 0.937267282624411 0.107128780153747 0.102090771372645 0.0642657197102124 0.0540287520488629 0.105002258307427 0.0416025477974781 0.0790773515106183
762 0.408878977090117 0.460321523689278 0.298463276988988 0.821344374588299 0.932570003131076 0.122209274666009 0.0946226192199906 0.0771672603040196 0.0631075035708218 0.109595997062632 0.0397646027027348 0.0882141461832171
772 0.406497526756798 0.476613563773354 0.295688304994807 0.810006162737026 0.924077952292722 0.12638273686559 0.0953893251437496 0.094627730211788 0.0538175813910183 0.101484424510931 0.0453365488080541 0.070959711002263
782 0.402179146511954 0.450587912333275 0.299374358671351 0.756392208088359 0.900865433377532 0.165194929998084 0.0929822897059754 0.0975840117358455 0.0769559790807545 0.148333312944601 0.0512939788881374 0.129307469958992
792 0.401255593043621 0.427027061429464 0.297666440750263 0.789208446143348 0.911701917092855 0.137155671986211 0.105189121179725 0.112748496455076 0.0598840761384967 0.115517924534165 0.0437284441737391 0.0952153138847275
802 0.411556358611884 0.42918926013554 0.273087046190391 0.851046123971322 0.936070351564193 0.0928225845849104 0.0856027630224083 0.0791600784356067 0.0604412839014032 0.0903463978327182 0.0427815974492371 0.0607533706840225
812 0.431382984929802 0.419269151167752 0.274779724665492 0.821170140374196 0.922202240898131 0.114028048719306 0.112865800540731 0.102065472409296 0.097781698165226 0.129875510984396 0.0584292581760872 0.0977253550523421
822 0.406736899659315 0.457963005098025 0.280821046797837 0.79837254749813 0.92284360208591 0.14014651038742 0.0716356484198931 0.0875644517740735 0.0571601817224621 0.140981412084229 0.055529802127723 0.109164112449312
832 0.375824674729081 0.43627702206304 0.26892437499805 0.865077279386572 0.941465891211745 0.0829290922733491 0.0635105751057318 0.110990131444485 0.0702409105397333 0.0853262763247359 0.0357019276733736 0.0593281153798699
842 0.391641599019067 0.450923409230927 0.288913511332224 0.811579463584093 0.922315761325115 0.12045000803062 0.0809174736958724 0.0997626432784387 0.079694174275189 0.0563435641352759 0.0328065514375087 0.0443686319902644
852 0.415355520076683 0.485159347959884 0.328168109228683 0.785301119980271 0.918303153150453 0.15088011738431 0.093561846297809 0.0991639134075668 0.0810282295261053 0.154449767500154 0.0626422058206841 0.118171497347025
862 0.398398333866883 0.448398988006075 0.294848075186155 0.847564033958608 0.939584659225112 0.100381835861836 0.0936526892198835 0.0955165823012353 0.0581501468169914 0.107399001228846 0.0444306014708627 0.0828546809659199
872 0.428301271495376 0.444342892961888 0.285969069022878 0.847053319457844 0.934288950228512 0.0964228710844124 0.060351279579313 0.0868024915587659 0.0649143296246202 0.104088223944538 0.0515373036199991 0.0650380089327991
882 0.417006481019695 0.49885810765995 0.297638309855737 0.798269362932994 0.918764282931628 0.134168968711408 0.0762969720214621 0.0917871413876997 0.0646471007177631 0.10755896491023 0.0477189179396237 0.0764522665039004
892 0.415786476805593 0.460901335095708 0.298668693783517 0.830871066226165 0.928114613141927 0.110511326802609 0.0706462554863935 0.0896915081635775 0.0587130770544821 0.140199757488619 0.0639037125169287 0.0976476301547533
902 0.379918544762517 0.423047464711501 0.273494448477494 0.843816158499484 0.929207112564408 0.0955043727296134 0.0742579831227952 0.0826713419023582 0.0683230404293994 0.110779688269435 0.0530052594414108 0.0728388335865241
912 0.365836109851702 0.435298938992655 0.270032714157902 0.835288654691527 0.92159495738804 0.0967025368310569 0.11731972820432 0.0880409943416684 0.0698576175967172 0.106566676477141 0.0535025073114721 0.0692706786533942
922 0.391721768924974 0.444060336186489 0.272905736185995 0.808499339277929 0.916705662263514 0.120998629431645 0.0633196204218498 0.0871273873648968 0.0839893084341477 0.100567398017834 0.0499431226033501 0.0646113536847563
932 0.398397665046558 0.438481738720309 0.274842657121205 0.839407825496074 0.929141762440402 0.0992289287831153 0.0630576992004136 0.0851791478615836 0.0648611826527881 0.101374059835612 0.0476420720672232 0.0665237327201273
942 0.419955015085679 0.464741556928711 0.304571511556676 0.799109730924429 0.919042573486638 0.134095338129217 0.0932482663860779 0.11564947943146 0.0799722935462699 0.128761062999122 0.050822390455978 0.105305534261558
952 0.418319861983185 0.433527354845366 0.280830664053983 0.810005836818756 0.918953496935667 0.123338527737484 0.0919240135069317 0.109659271644866 0.0787357974346763 0.120297296340749 0.0598386285921251 0.0872081317993943
962 0.41909127843697 0.47664843592514 0.297547736665834 0.826327052658307 0.92653600036439 0.110999288757076 0.0697613654933937 0.094404933752248 0.0523093630224673 0.10200845855505 0.0477369196650224 0.070781694849892
972 0.397521484610622 0.439400418792094 0.275298714295773 0.80829657711579 0.91894987609207 0.124049209446932 0.0803047813888178 0.0638364056120233 0.0594150875924025 0.109902065288738 0.0485790319064795 0.0785263418840713
982 0.424223960843401 0.483939731730633 0.301425813896421 0.844116302375752 0.9376113251089 0.102922966097157 0.0849863680421258 0.0888274069701228 0.0588742085083624 0.113630741666908 0.046380813712407 0.0836751511437115
992 0.440048520763764 0.420652303309365 0.279583037474049 0.819536169817954 0.924621443893284 0.116309329049251 0.080780340110639 0.0841848433487592 0.0719414705447304 0.0979899326279191 0.0495461641466586 0.0643440662526119
1002 0.413205702458115 0.452923039949932 0.293393207803162 0.81965576289805 0.928246162165965 0.119140475852211 0.0763250851652138 0.0952150788659985 0.0576181568359218 0.0953602979736933 0.0400966658849333 0.0715122269889433
1012 0.374117021506128 0.44833696498353 0.255297907763117 0.863450046108328 0.938835852186103 0.0833879109212159 0.0745351580573574 0.0861053056773799 0.0568842777492901 0.102738716010444 0.0472483102598453 0.0698104470280917
1022 0.404753320427831 0.44887112662349 0.290558645460383 0.826293283260828 0.924912641583532 0.10931808726201 0.0933449889856294 0.0914124006584477 0.0637756373847645 0.0976931178944427 0.0497417905977615 0.0637641126832973
1032 0.396098617365787 0.448643362614832 0.288781853157195 0.810685698667827 0.917848902496079 0.120353168212267 0.104096965401108 0.0776542764357857 0.0701771804705252 0.108249503370973 0.0513892125725076 0.0762048120802915
1042 0.407235881668223 0.417811941978132 0.270839310785862 0.826122743372304 0.924629877368837 0.108617257019837 0.0779658563173149 0.0709291158859268 0.0756837558323398 0.087231007009059 0.0379609988766844 0.0607571984682382
1052 0.398433959412778 0.443423979249194 0.285015678777343 0.819386334480774 0.924941144188079 0.117876508633823 0.0776682409467799 0.0989822677125476 0.0770497073312614 0.121663129711966 0.046208108573928 0.0932155720952381
1062 0.385000139165327 0.416718839794248 0.261995038187159 0.804513955602427 0.911164636982578 0.118934700480342 0.0844611185292013 0.0850413679251855 0.0462546806663035 0.0851464494320773 0.0469046659824152 0.0570159378844664
1072 0.360772139445262 0.411552967445661 0.257747384994035 0.83666419309144 0.925858117132958 0.0989059416574812 0.0808709371975163 0.103676348736817 0.070073134201667 0.102590304192422 0.0394024796915821 0.0807924600926408
1082 0.363959609700507 0.434981877197672 0.24121743215467 0.851116094620008 0.933812631836657 0.0907525901035611 0.0874205993736132 0.097896317839023 0.0633871276925267 0.0937066397056208 0.0390925692350257 0.0663927196752789
1092 0.395058405214851 0.45303650820386 0.265859166345697 0.864016138483638 0.93908396397959 0.0829908059560166 0.073825444634769 0.0890869181539001 0.0743777950830558 0.104583248626929 0.0515677489038064 0.0654412044057107
1102 0.391850332843593 0.396164224386429 0.273151665946542 0.818302193217488 0.911441968260389 0.105473837879838 0.0601639294909211 0.0886485433293899 0.0664797780675794 0.106750210638087 0.0577861335187627 0.0674660164305404
1112 0.38369854730625 0.446979043277679 0.25789989820765 0.825081990337257 0.921770559201749 0.107881384461115 0.0797023169710493 0.0939633932231315 0.0634503474514922 0.109574489912742 0.0507772294058818 0.080685808593148
1122 0.396779973419014 0.420844744797448 0.263749692790325 0.810319384427676 0.919779719744085 0.122453248008729 0.0841272589673567 0.0940941102073843 0.0562651300658403 0.113607889972103 0.0462424527776817 0.0844914411979313
1132 0.391220539495378 0.414404236739634 0.269501679922305 0.82223751318064 0.919958383627634 0.109493552151125 0.084508543847565 0.0914019192835963 0.0606479588103507 0.111000984703302 0.057215566756999 0.074131646695832
1142 0.365153397548576 0.442669857293214 0.28867010728939 0.856351219977027 0.930359141373085 0.0821993372456895 0.104274081221115 0.0909788877159874 0.0657485093295725 0.0986230717086773 0.0539310539680359 0.0582800325195424
1152 0.377976162610449 0.427726384397829 0.279866755316537 0.843930137518972 0.931347219014615 0.0982400111185281 0.0971474294557398 0.105917982028522 0.0811699440228709 0.136780193583999 0.0591870815900691 0.102983079807195
1162 0.388652304246918 0.410100574838766 0.278613077143484 0.82169767882791 0.9216855354291 0.11109217218441 0.0950722187381886 0.0925528842262757 0.0649489739456493 0.102114585782239 0.044348783867067 0.0755503550260747
1172 0.415727919730477 0.417982178707551 0.270658316236911 0.788727316370812 0.906674149201976 0.132005123037179 0.0844163401011289 0.0892269994232726 0.054889857431325 0.0960211337212368 0.0390274654568481 0.0776906747382388
1182 0.375576536799056 0.439092676694086 0.262963775209828 0.845424321779836 0.927868328899107 0.0921931834714698 0.0981250184949096 0.0944759768310481 0.0741104958581319 0.10715790353078 0.0510911275190388 0.0684828036070836
1192 0.434592570232322 0.411452760125646 0.299869439702355 0.857347038385082 0.942218751477688 0.0975914075684586 0.0916633471166617 0.0582028512694788 0.0727445140215688 0.158411017798981 0.0615595811023933 0.122995868500917
1202 0.410371172830415 0.442043663882355 0.273492541341381 0.848163380569766 0.928806376653424 0.0906405579403766 0.0942044426457952 0.0863673321440648 0.0715784699394113 0.113243551406474 0.0600942973905118 0.068315792863746
1212 0.398387858811322 0.453317570531921 0.295146760791134 0.820279809083773 0.92528993398711 0.116489475471094 0.133826841369235 0.0916373024822205 0.0749402650886254 0.131270654690061 0.0580544976855232 0.109194484245354
1222 0.411506609050325 0.439684193112993 0.290822459391395 0.837482806056161 0.926052647849372 0.0990010981463566 0.110245642052961 0.0921895751827446 0.0687317179962527 0.108433068892869 0.0540464569919169 0.0684526070692289
1232 0.406355587659408 0.439879763868866 0.271363147223172 0.813486022234557 0.911829146784266 0.110690896507745 0.0881975298242619 0.0748301217824189 0.0476075136960256 0.098347087707914 0.0557953363577713 0.0577078483856319
1242 0.396887753104354 0.466521119152698 0.280467612421429 0.829283906634772 0.925081339875434 0.105510078511141 0.080702732080629 0.0920388448738048 0.0739199958895031 0.087093708062656 0.0469929952983132 0.0561587011798334
1252 0.395439780571442 0.4193415866338 0.280716388945741 0.807966693025584 0.910090320991449 0.114613289787778 0.0814346536884929 0.0904330067465431 0.0695767863792376 0.0905921676292356 0.0472552198367081 0.0578097326948106
1262 0.403441595302786 0.43162392177648 0.270309594507957 0.835724309345858 0.928437101112276 0.10154967780644 0.0611844609171752 0.0773683554431585 0.0695780966816018 0.0796986149849966 0.0328680077457878 0.0568012405122185
1272 0.365950691811397 0.434085029693451 0.253157723454238 0.847760998793613 0.930583659478841 0.0907011166404548 0.0670494084841933 0.0550384507233007 0.0531786123615623 0.0780032138725058 0.0407762093196502 0.0465802262149943
1282 0.399822615796746 0.441032477030498 0.284669182542072 0.819847512786718 0.920626270081824 0.111530009126962 0.0891226793096767 0.101239237486136 0.0716820944725278 0.0850193758415022 0.0466151862453555 0.0550119272496679
1292 0.401000028286041 0.446714479841106 0.274480054014182 0.834669293069803 0.934339183173335 0.110923643139404 0.0857049296214319 0.0876531488715 0.0616464722118899 0.128435357607552 0.0461056270635693 0.101409993171161
1302 0.426996426574045 0.454231304746314 0.283849408625462 0.819847606234097 0.928879048979743 0.121200935374791 0.111447306264078 0.101839289904682 0.0662014809080827 0.127059095432543 0.0454882523798016 0.104683379114619
1312 0.430963728320143 0.437361153337105 0.302615572269353 0.839684254394856 0.931396325024275 0.100291303528395 0.0954592682471933 0.0762269553869919 0.0744775729106621 0.0855568765361938 0.0394734794415034 0.0582703742374964
1322 0.393944575816586 0.461296811347999 0.297905896118579 0.852918589585656 0.935775009018233 0.0922892955126828 0.0589502845261058 0.073020136207371 0.0617387289415675 0.116495209747368 0.0505015272742167 0.0791560171766816
1332 0.383047714526472 0.414822214944774 0.266285650098883 0.830881321707074 0.923732895745032 0.102293101960175 0.0693277125991654 0.0933267757123354 0.0656368601249447 0.0804016121314278 0.0407178460235323 0.0495137948254598
1342 0.377370073134718 0.448807410304179 0.277074456182608 0.808073536313882 0.914761700454323 0.117977755938952 0.0743665137278655 0.104721893546593 0.0634412784904229 0.0769399212842439 0.0418119352979205 0.0529709259775238
